Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Month
320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,2
320,22,1.2,87,0.9,1802,-0.7,0,0,0,3
320,3,10.7,73,1.3,2000,6,0,0,0,5
321,20,3.7,58,1.3,474,-3.8,0,0,0,1
321,22,4,57,0.3,430,-3.7,0,0,0,1
321,21,6,79,2.7,306,2.6,0,0,0,2
322,20,-3.4,51,1.1,1391,-12.1,0,0,0,1
322,8,-17.8,40,2.5,2000,-28.1,0,0,0.5,1
322,11,2.8,35,3.9,1265,-11.1,1.71,0,0,2
322,11,6.1,66,1.9,2000,0.2,1.42,0,0,3
322,2,11.7,72,0.6,915,6.8,0,0,0,4
323,12,3.9,28,0.9,1383,-12.9,0.6,0,0,1
323,20,2.3,59,3.8,1981,-4.9,0,0,0,2
323,1,7.9,86,2.1,2000,5.6,0,0,0,5
324,7,12.5,68,1.1,457,6.7,0.22,0,0,4
324,5,18.8,61,1.2,2000,11.1,0,0,0,6
324,6,18.9,83,0.3,576,15.9,0.05,0,0,6
325,12,5.3,55,2.6,904,-3,0.85,0,0,1
325,0,2.9,46,2.2,2000,-7.6,0,0,0,4
325,3,11.6,76,1,364,7.5,0,0,0,4
326,9,3.9,64,2.9,1483,-2.3,0.18,0,0,2
326,14,10.1,59,3.3,2000,2.4,0.57,0,0,3
327,7,-5.3,53,1.1,1300,-13.4,0,0,0,1
327,13,17.2,96,0.9,275,16.5,0.26,4,0,5
327,21,10.5,94,2.8,1627,9.5,0,1,0,5
328,16,3.6,42,2.4,883,-8.1,0.29,0,0,1
328,16,3.9,41,4,1973,-8.1,1.24,0,0,2
328,0,2.1,74,1.4,970,-2,0,0,0,3
328,3,15,84,1.3,473,12.3,0,0,0,5
329,16,1,34,2.9,2000,-13.1,0.61,0,0,1
329,9,2.2,30,1.5,1513,-13.6,0.81,0,0,3
329,15,11.6,97,3.4,117,11.1,0.26,0,0,3
330,16,2.9,26,3,1968,-14.7,0.69,0,0,2
331,14,1.9,32,0.7,1368,-13,0.41,0,0,1
331,21,0.5,52,0.8,1595,-8.2,0,0,0,1
331,14,4.8,50,4.3,1168,-4.7,1.01,0,0,2
331,9,6.3,73,1.3,218,1.8,0.79,0,0,3
332,17,-2.9,66,3.6,743,-8.3,0.23,0,0,1
332,20,4.5,58,0.8,383,-3,0,0,0,1
332,13,5.1,41,1.8,1097,-7,1.03,0,0,2
332,11,7.1,50,2.2,534,-2.6,0.33,0,0,2
332,8,2.9,53,1.5,1892,-5.7,0.68,0,0,4
332,4,19.2,68,0.8,1181,13.1,0,0,0,6
333,15,1.5,34,2.8,1776,-12.6,0.84,0,0,1
333,16,2.6,32,1,1381,-12.4,0.27,0,0,1
333,22,3,61,1.6,460,-3.8,0,0,0,1
333,12,4.8,51,2.2,1715,-4.5,1.12,0,0,3
334,21,3.4,59,0.8,471,-3.8,0,0,0,1
334,7,-2,49,1.9,1281,-11.3,0,0,0,1
334,14,5.9,61,3.2,623,-1,0.52,0,0,1
335,21,-4.3,47,2.8,1997,-13.9,0,0,0,1
335,14,5,20,3.7,1866,-16.1,2.12,0,0,2
335,13,5.8,39,0.6,931,-7.1,0.35,0,0,2
335,0,2.9,72,1.3,903,-1.6,0,0,0,3
335,2,16.5,58,0.3,1759,8.1,0,0,0,5
336,23,8,82,1.3,196,5.1,0,0,0,3
336,20,19.1,58,6.1,2000,10.6,0,0,0,4
336,5,19.1,83,2,457,16.1,0,0,0,6
336,5,18.6,85,1,384,16,0,0,0,6
337,9,3,66,0.7,306,-2.7,0.12,0,0,1
337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,2
337,13,3.7,17,1.4,2000,-19.1,1.98,0,0,2
337,1,11.6,74,1.2,374,7.1,0,0,0,3
338,20,21.8,97,2.2,156,21.2,0,0.5,0,5
338,5,21.5,84,0.3,569,18.6,0,0,0,6
339,21,0.8,45,1.5,1184,-9.8,0,0,0,1
339,11,4.8,35,2.1,2000,-9.4,1.38,0,0,3
339,5,21.1,48,0.3,2000,9.6,0,0,0,6
340,9,-7.9,48,1.2,1926,-17,0.14,0,0,1
340,14,5.4,18,1.2,1923,-17,0.96,0,0,1
340,19,-4.9,52,2,2000,-13.2,0,0,0,2
340,8,1.5,73,1.2,466,-2.8,0.11,0,0,3
340,3,19.4,79,0.8,563,15.6,0,0,0,6
341,12,4.3,28,1.5,1858,-12.6,0.98,0,0,1
341,13,4.7,26,2.6,1370,-13.2,1.11,0,0,1
341,17,0.3,26,2.4,1977,-17,0.45,0,0,2
341,7,12.3,43,0.6,2000,0,0.3,0,0,5
341,7,17.6,0,1.4,1219,8.7,0.34,0,0,5
342,9,-6.8,44,1.7,1858,-17,0.16,0,0,1
342,21,4.3,56,0.7,434,-3.7,0,0,0,1
342,20,1.2,51,0.6,1544,-7.8,0,0,0,1
342,11,4.8,41,0.8,792,-7.3,0.53,0,0,2
342,8,12.9,64,1.5,778,6.2,0.06,0,0,4
342,6,17.7,68,1.3,842,11.7,0.05,0,0,6
343,14,1.4,41,2,1003,-10.4,0.99,0,0,1
343,13,4.9,22,2,1446,-15,1,0,0,1
343,9,-4.6,34,1.2,1583,-18.1,0.87,0,0,3
343,11,0.1,30,1.8,1640,-15.4,2.19,0,0,3
343,23,9.3,90,4.1,609,7.7,0,0,0,3
343,15,7.3,38,0.8,2000,-6.1,0.38,0,0,4
343,18,11.9,58,2.2,1645,3.8,0.61,0,0,4
343,3,18.1,85,1,284,15.5,0,0,0,5
344,15,3,27,2.9,1715,-14.2,0.78,0,0,1
344,7,-3.2,69,0.5,1249,-8,0,0,0,1
344,19,-1.8,32,1.5,2000,-16.3,0,0,0,2
344,3,22.4,86,0.6,618,19.9,0,0,0,6
345,21,-1.6,52,2.2,2000,-10.1,0,0,0,2
345,23,5.1,75,1.4,950,1,0,0,0,3
345,2,22.2,96,0.8,269,21.5,0,0.2,0,6
346,22,2.9,65,2.3,1150,-3,0,0,0,2
347,9,-0.6,43,0.5,1596,-11.6,0.52,0,0,2
347,3,13.5,41,1,2000,0.4,0,0,0,5
348,20,3,62,2.4,975,-3.5,0,0,0,2
349,17,2.3,33,0.2,1515,-12.3,0.13,0,0,1
349,14,3.4,31,1.4,1267,-12.1,0.36,0,0,1
349,15,7.4,38,1.7,817,-6,0.63,0,0,1
349,14,4.7,24,3.6,1552,-14.2,1.08,0,0,1
349,8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6,1
349,13,7.2,65,3.8,773,1,0.61,0,0,2
349,7,-0.9,45,0.9,1820,-11.3,0,0,0,2
349,1,7.1,78,3.6,1662,3.5,0,0,0,4
351,18,-11.5,43,2.4,2000,-21.6,0.05,0,0.9,1
351,12,2.2,17,2,1824,-20.4,1.99,0,0,2
351,2,20.1,49,0.8,1978,9,0,0,0,6
351,6,18.5,73,1.1,1028,13.5,0.06,0,0,6
352,16,2.7,27,2.2,1811,-14.4,0.64,0,0,1
352,18,-10.4,43,2.3,1985,-20.6,0.02,0,0,1
352,16,6.6,42,3,355,-5.4,0.48,0,0,1
352,12,4.8,47,2.6,1373,-5.5,1.72,0,0,2
352,2,9.6,65,1.5,1654,3.3,0,0,0,5
352,7,12.9,55,2.3,1952,4,0.29,0,0,5
352,14,23.4,81,0.6,1921,19.9,0.5,0,0,5
352,11,16.6,96,0.7,539,15.9,0.41,0,0,5
352,4,19,83,0.4,473,16,0,0,0,6
353,16,3.5,36,1.7,1702,-10.2,0.16,0,0,1
353,15,4.6,50,0.9,824,-4.9,0.62,0,0,1
353,12,5.4,37,0.7,815,-8.1,0.43,0,0,2
353,2,19.2,60,1.5,2000,11.2,0,0,0,6
353,3,25.4,50,1.1,870,14.2,0,0,0,6
354,9,-4.7,49,1.2,1550,-13.8,0.12,0,0,1
354,17,1.1,31,1.7,1989,-14.1,0.26,0,0,1
354,17,4.2,17,2.5,1990,-18.7,0.66,0,0,2
354,16,8.3,60,2.7,354,0.9,0.36,0,0,2
354,10,5.1,27,1.2,1563,-12.4,1.54,0,0,3
354,23,6.4,85,2.3,155,4,0,0,0,3
355,1,16.3,68,2.1,1859,10.3,0,0,0,3
355,0,15,96,2.1,141,14.3,0,0.1,0,4
356,13,0.9,28,2.4,1895,-15.6,1.18,0,0,1
356,12,2.7,33,2.7,1281,-12,0.6,0,0,1
356,13,6.3,55,3,792,-2,0.85,0,0,1
356,12,4,23,3.5,1785,-15.3,2.03,0,0,2
356,20,-1.1,43,1.5,2000,-12.1,0,0,0,2
356,15,5,49,4.4,1138,-4.8,0.96,0,0,2
356,11,4.6,37,1.6,1309,-8.8,1.95,0,0,2
357,22,1,69,0.7,525,-4,0,0,0,2
357,14,6.3,40,0.8,943,-6.3,0.34,0,0,2
358,20,1.8,19,3.1,2000,-19.4,0,0,0,2
358,13,1.4,37,4,1681,-11.7,2.95,0,0,3
358,12,10.7,85,0.9,393,8.2,0.52,0,0,3
358,3,15.2,63,0.5,700,8.1,0,0,0,5
359,10,8.4,65,1.8,229,2.1,1.67,0,0,3
359,6,14.9,81,0.4,580,11.6,0,0,0,4
360,19,4.2,68,2.4,446,-1.1,0,0,0,1
360,1,4.7,51,1.1,728,-4.5,0,0,0,3
361,12,4.7,43,2.1,1131,-6.8,1.38,0,0,2
361,23,3.5,44,0.9,1905,-7.6,0,0,0,3
361,10,4.8,54,1.3,1921,-3.7,0.78,0,0,3
361,2,11.2,58,1.4,1255,3.2,0,0,0,4
361,0,8.7,86,3.1,2000,6.4,0,0,0,5
362,12,-0.3,45,2.2,1066,-10.8,1.01,0,0,1
362,1,14.4,60,1.7,580,6.7,0,0,0,4
363,12,4,37,1.4,763,-9.4,1.75,0,0,2
364,20,-1.9,26,2.2,2000,-18.9,0,0,0,1
364,19,-4.5,57,0.6,2000,-11.7,0,0,0,1
364,8,-16.2,30,1.6,2000,-29.8,0,0,0.9,1
365,16,7.5,37,0.9,813,-6.2,0.48,0,0,1
365,19,1.5,41,1,1210,-10.3,0,0,0,1
365,9,0.1,33,0.8,1901,-14.3,0.06,0,0,1
365,14,3.3,14,2.9,1985,-21.7,2.49,0,0,2
365,18,10.4,47,0.4,824,-0.4,0.14,0,0,3
365,3,18.6,83,2.9,889,15.6,0,0,0,6
366,16,5.3,49,1.8,982,-4.5,0.43,0,0,1
366,15,4.2,15,2.7,1995,-20.2,2.21,0,0,2
366,1,3,52,0.7,2000,-5.9,0,0,0,3
366,3,18.6,72,1.4,1340,13.4,0,0,0,6
367,6,7.6,55,1.2,1021,-0.8,0,0,0,4
367,14,12.7,75,3.8,1510,8.3,0.88,0.4,0,5
367,7,22,95,0.7,342,21.1,0,0,0,5
368,15,2.7,31,0.9,1603,-12.7,0.43,0,0,1
368,23,3.1,39,3.1,2000,-9.5,0,0,0,4
368,6,8.3,35,0.3,2000,-6.2,0,0,0,4
369,3,19.9,69,1.4,1179,14,0,0,0,6
369,7,20.5,82,0.8,338,17.3,0.16,0,0,6
370,14,1.8,29,2,1693,-14.3,1.14,0,0,1
370,13,4.2,22,3.9,1812,-15.6,2.21,0,0,2
370,7,6.5,88,1.4,515,4.6,0,0,0,3
370,6,6.9,51,0.9,1546,-2.5,0,0,0,4
372,14,4.1,17,1.8,1996,-18.8,1.87,0,0,2
372,0,6.4,84,1.4,171,3.8,0,0,0,3
372,2,17.1,74,0.4,350,12.4,0,0,0,5
373,17,0.3,27,2.6,2000,-16.5,0.18,0,0,1
373,15,2.3,27,2.2,1877,-14.8,0.92,0,0,1
373,14,5.6,38,1.6,1087,-7.6,1.1,0,0,2
373,9,-3.8,28,1.7,1904,-19.6,0.63,0,0,2
373,7,-3.7,64,0.7,1891,-9.5,0,0,0,2
373,1,9,62,1.9,2000,2,0,0,0,4
374,7,0.7,44,0.8,1357,-10.1,0,0,0,1
374,10,3.6,37,1.3,2000,-9.7,0.83,0,0,3
374,1,8.9,40,2.1,2000,-3.9,0,0,0,4
375,14,1.2,36,6,1430,-12.2,2.86,0,0,3
375,13,2.3,22,3.1,1627,-17.2,2.83,0,0,3
375,12,5.6,72,3,1700,0.9,0.89,0,0,3
375,6,7.1,55,1.8,1780,-1.3,0,0,0,4
375,1,8.9,45,2.1,1456,-2.4,0,0,0,4
375,1,19.7,71,1.2,1986,14.2,0,0.5,0,6
375,4,21.6,47,0.4,1985,9.7,0,0,0,6
376,9,1.9,65,0.8,402,-3.9,0.06,0,0,1
376,0,5.1,77,1.9,718,1.3,0,0,0,3
376,1,9,44,1,1314,-2.6,0,0,0,4
376,7,10.8,78,0.5,335,7.1,0.26,0,0,4
376,14,17.5,94,0.3,436,16.5,0.35,0,0,5
377,17,5.7,53,1.8,276,-3.1,0.22,0,0,1
377,1,12.4,94,1.3,307,11.4,0,0,0,5
378,19,-1.8,35,1.4,1558,-15.2,0,0,0,2
378,9,10.4,81,1.4,2000,7.2,0.36,0,0,4
378,2,12.1,85,1.4,321,9.6,0,0,0,5
379,19,-0.5,43,2.5,1666,-11.5,0,0,0,2
379,18,3.5,30,2.9,1726,-12.4,0.31,0,0,2
380,17,7.2,57,3.3,342,-0.7,0.19,0,0,1
380,10,3.7,51,1.3,1596,-5.5,1.56,0,0,3
380,0,9,68,1.1,426,3.3,0,0,0,3
381,17,5.2,58,0.8,462,-2.4,0.08,0,0,1
381,15,5.4,25,2.4,1686,-13.1,0.9,0,0,1
381,9,2.7,71,1.3,418,-2,0.3,0,0,3
381,6,19,84,0.5,440,16.2,0.05,0,0,6
381,6,16.3,66,0.7,2000,9.9,0.05,0,0,6
382,17,-1.9,35,1.8,2000,-15.3,0.25,0,0,1
382,17,2,25,2.3,1998,-16,0.34,0,0,2
382,23,6.9,44,3.3,2000,-4.5,0,0,0,3
382,4,21.7,93,0.1,244,20.5,0,0,0,6
383,17,3.8,20,1.3,2000,-17.1,0.24,0,0,1
383,9,-1.9,51,0.9,1654,-10.7,0.58,0,0,2
383,5,20,80,0.3,824,16.4,0,0,0,6
384,9,-1.4,56,1.4,709,-9,0.54,0,0,2
384,8,1.3,57,1,1974,-6.2,0.32,0,0,3
384,14,20.7,32,1.5,1996,3.3,0.69,0,0,4
384,14,17.2,85,1.3,2000,14.6,0.94,0,0,5
384,23,18.2,93,0.8,460,17,0,3.5,0,6
385,17,2.7,50,2.8,1957,-6.7,0.06,0,0,1
385,7,-4.1,35,3.5,1980,-17.3,0,0,0,2
385,2,12.5,54,0.7,1500,3.4,0,0,0,5
385,2,17.7,87,1.2,2000,15.5,0,0,0,6
387,9,0.8,47,0.9,1070,-9.2,0.05,0,0,1
387,8,-7.9,67,2.6,1896,-12.9,0,0,0.7,1
387,9,-2.1,42,1.3,1519,-13.3,0.17,0,0,1
387,9,8.2,81,2.7,1273,5.1,0.2,0.5,0,3
387,13,10.1,61,3.7,1504,2.9,0.38,0,0,3
388,18,-7.6,29,3.5,2000,-22.6,0.16,0,0,2
388,21,1.8,63,1.2,604,-4.5,0,0,0,2
388,12,1.8,26,2.2,1556,-15.7,2.61,0,0,3
388,6,16.8,74,1.2,1265,12.1,0,0,0,4
389,15,5.4,20,2.2,1890,-15.8,0.8,0,0,1
389,7,14.2,81,0.3,1991,10.9,0.13,0,0,5
390,16,4.9,27,2.8,1648,-12.5,0.65,0,0,1
390,1,13,81,1.9,484,9.8,0,0,0,3
391,8,-0.2,97,0.4,197,-0.6,0.05,0,3.7,2
392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,2
392,15,6.3,35,2.6,991,-8,1.2,0,0,2
392,3,11.6,53,1.1,1904,2.3,0,0,0,5
393,16,5.1,17,3.4,2000,-18,1.2,0,0,2
393,21,2.9,64,2.5,1154,-3.2,0,0,0,2
393,11,10.2,65,3.3,2000,3.9,0.57,0,0,3
394,10,5.9,69,2.6,330,0.6,1.43,0,0,3
394,3,20,83,1.7,607,17,0,0,0,6
395,6,6.2,52,0.8,1609,-2.9,0,0,0,4
396,16,4.7,17,2.1,2000,-18.3,0.55,0,0,1
396,12,5.5,25,3.1,1652,-13,2.28,0,0,2
396,21,1,34,1.4,1880,-13.1,0,0,0,3
396,16,11.7,82,1.1,753,8.7,0.32,0,0,3
397,17,-2.1,37,1.4,1591,-14.8,0.09,0,0,1
397,23,6.8,56,0.9,497,-1.3,0,0,0,3
397,2,11,73,1.5,816,6.3,0,0,0,3
397,6,14.9,64,0.5,424,8.1,0,0,0,4
397,8,14.1,98,1.3,834,13.7,0.26,0,0,5
398,14,7.8,57,3.5,675,-0.2,1.34,0,0,2
398,9,6.3,53,0.5,849,-2.5,0.34,0,0,3
398,21,21.8,97,1.3,160,21.2,0,0.5,0,5
399,8,2.4,44,4.3,1375,-8.6,0.41,0,0,4
399,22,21.9,97,1.5,164,21.3,0,0,0,5
400,0,12,76,0.8,346,7.8,0,0,0,3
400,16,15.4,95,4.7,378,14.5,0.11,0.5,0,5
400,8,16.4,98,0.3,514,16,0.11,0,0,5
401,7,-6.6,52,0.5,1555,-14.8,0,0,0,3
401,1,11.4,77,0.7,466,7.5,0,0,0,3
401,8,7,78,0.9,656,3.4,0.56,0,0,4
401,0,8.3,59,2.1,1912,0.7,0,0,0,4
402,18,5.2,30,2.8,1877,-11,0.36,0,0,2
402,7,-3.1,68,0.8,1417,-8.1,0,0,0,2
402,15,6.7,48,0.8,817,-3.5,0.39,0,0,2
402,19,2,81,0.7,2000,-0.9,0,0,0,3
403,19,-1.3,28,2.4,2000,-17.5,0,0,0,1
403,18,-1.8,35,2.1,2000,-15.2,0.05,0,1.6,1
403,16,6.3,35,2.9,1117,-8,1.1,0,0,2
403,12,10.2,58,3.5,2000,2.2,0.32,0,0,3
403,0,4.7,46,1.7,746,-5.9,0,0,0,3
403,2,20.1,67,1.1,2000,13.7,0,0.1,0,6
404,16,5.1,16,1.8,1998,-18.7,1.17,0,0,2
404,7,-2.2,76,1.9,527,-5.8,0,0,0,2
404,16,5,50,4.3,1121,-4.5,0.74,0,0,2
404,2,14.8,85,0.4,1831,12.2,0,0,0,5
404,19,21.9,97,2.2,196,21.3,0.01,0,0,5
405,18,-7.5,28,2,2000,-22.9,0.02,0,0,1
405,13,6.7,65,3.2,1651,0.5,1.76,0,0,3
405,9,5.1,46,2.7,1888,-5.5,1.34,0,0,4
405,6,5,70,0.7,1739,0,0,0,0,4
406,15,6.3,55,3,355,-2,0.68,0,0,1
406,19,2.4,57,3.2,1995,-5.2,0,0,0,2
406,10,6.6,40,1,1061,-6,0.65,0,0,3
406,6,6.9,57,0.5,1775,-1,0,0,0,4
406,3,15.5,0,0.7,1420,10.4,0,0,0,5
407,19,3.3,58,1.7,1024,-4.1,0,0,0,2
407,0,5.9,56,1.1,1019,-2.2,0,0,0,3
409,19,4.6,57,1,432,-3.2,0,0,0,1
409,16,3.7,14,3.9,2000,-21.4,1.71,0,0,2
409,2,11.9,57,1,1793,3.6,0,0,0,4
410,17,3.5,46,3.1,1992,-7,0.39,0,0,2
410,10,5.2,52,1.5,1808,-3.8,0.74,0,0,3
410,2,15.4,41,0.5,1319,2.1,0,0,0,4
411,16,6.9,54,1.1,692,-1.7,0.32,0,0,2
411,21,7.9,56,1.4,1975,-0.3,0,0,0,3
411,17,10.9,98,1.3,222,10.5,0.09,0,0,3
412,13,5.3,29,2.1,1007,-11.3,2.08,0,0,2
412,0,13.6,79,2.2,862,10,0,0,0,3
413,1,19.6,75,2.1,392,15,0,0,0,5
413,3,19.3,85,1.6,345,16.7,0,0,0,6
414,22,0.5,38,0.9,1907,-12.2,0,0,0,3
414,0,3.7,48,1.6,2000,-6.3,0,0,0,3
414,6,11.2,63,0.7,821,4.4,0,0,0,4
415,21,1.1,21,1.6,2000,-18.8,0,0,0,2
415,10,10,70,1,187,4.7,1.57,0,0,3
416,17,2.8,46,2.1,858,-7.6,0.14,0,0,1
416,9,-1.1,53,0.9,1308,-9.4,0.72,0,0,2
416,10,3.5,65,2.4,539,-2.4,0.87,0,0,3
416,2,15.5,62,1,730,8.2,0,0,0,5
416,6,18.7,75,0.9,1923,14.1,0.06,0,0,6
417,19,-2.7,39,1.4,1616,-14.7,0,0,0,1
417,20,2.4,60,1.9,661,-4.5,0,0,0,2
417,6,21,48,0.6,2000,9.5,0.01,0,0,6
417,6,19.2,97,1.5,157,18.7,0,0,0,6
418,10,7.4,35,3.5,1990,-7,1.81,0,0,3
418,2,18.8,88,0.3,500,16.7,0,0,0,6
419,8,-15.1,44,1.2,2000,-24.6,0,0,0,1
419,9,6.2,55,2.4,478,-2.1,0.13,0,0,2
419,22,5.3,31,2.3,1842,-10.5,0,0,0,3
419,3,15.3,69,0.5,1103,9.6,0,0,0,5
420,1,14.5,31,1.1,2000,-2.4,0,0,0,5
421,19,6.9,73,3.7,369,2.3,0,0,0,2
421,22,5,75,2.2,1084,0.9,0,0,0,3
421,1,9,36,1,1994,-5.3,0,0,0,4
421,4,18.7,74,0.9,1933,13.9,0,0,0,6
422,17,4.8,38,3,1582,-8.3,0.47,0,0,2
422,23,6.4,59,1.1,961,-1,0,0,0,3
422,23,5,42,1.7,717,-6.8,0,0,0,3
422,11,12.6,60,2.4,281,5,2.23,0,0,3
422,20,20.1,88,2.2,572,18,0,1,0,5
422,2,18.7,83,0.6,469,15.7,0,0,0,5
423,8,-13,41,4,2000,-23.5,0,0,1,1
423,17,0.4,37,5.2,1366,-12.6,1.23,0,0,3
423,3,18.5,62,0.8,1073,11,0,0,0,5
423,7,18,54,0.7,1997,8.5,0.51,0,0,6
424,8,4.5,49,0.4,580,-5.3,0.19,0,0,3
424,22,8.8,79,2,203,5.3,0,0,0,3
424,11,17.4,54,0.9,1840,7.9,0.51,0,0,4
424,2,22.3,80,0.8,709,18.6,0,0,0,6
425,11,7.6,54,1.6,430,-1.1,2.06,0,0,3
425,2,10.9,56,1.2,1460,2.4,0,0,0,4
426,7,5.5,59,2.8,448,-1.8,0,0,0,2
426,9,3.4,37,3.6,1668,-9.9,1.07,0,0,4
426,22,3.5,41,2.8,2000,-8.5,0,0,0,4
427,20,1.2,35,2.5,1977,-12.6,0,0,0,3
427,6,9.9,66,1.5,931,3.8,0,0,0,4
427,9,16.6,98,0.6,301,16.2,0.18,0.5,0,5
428,12,6.9,28,1.1,1301,-10.3,2.35,0,0,2
428,10,10.9,40,0.5,714,-2.1,0.55,0,0,3
428,23,3.4,69,1.1,895,-1.7,0,0,0,3
429,13,10.8,84,1.2,400,8.1,0.44,0,0,3
429,8,16.3,40,0.8,1982,2.6,0.25,0,0,4
430,1,17.1,72,1.7,1353,12,0,0,0,4
430,1,16,64,1,1600,9.1,0,0,0,5
431,19,-3.7,41,2,2000,-15,0,0,0,1
431,15,5.4,18,3.7,1940,-17,1.82,0,0,2
431,11,8.1,21,2.1,1738,-12.9,2.15,0,0,3
431,18,22.6,97,1.1,304,22,0.07,1.5,0,5
432,1,10,23,0.7,2000,-10.2,0,0,0,4
433,8,-11.5,40,2.8,2000,-22.4,0.02,0,0,2
436,18,11.5,81,1.5,1475,8.3,0.07,0,0,3
436,0,9.5,61,1.7,2000,2.3,0,0,0,4
436,1,11.8,60,0.2,918,4.2,0,0,0,4
436,2,14.7,63,1.8,611,7.7,0,0,0,4
436,7,11.4,0,1.4,2000,4.5,0.46,0,0,5
436,6,13.9,83,3.2,2000,11,0.04,0,0,5
436,2,20.7,76,0.3,920,16.3,0,0,0,6
437,18,-7.8,32,4.5,2000,-21.6,0.02,0,0,1
437,2,16.1,70,0.6,787,10.6,0,0,0,5
437,3,18,64,1.3,1560,11,0,0,0,6
438,18,-6.6,34,2.5,2000,-19.8,0.06,0,0,1
438,8,-12.7,41,3.1,2000,-23.2,0.02,0,0,2
438,12,7.6,58,2.4,2000,-0.1,1.85,0,0,3
440,15,5,16,2,1970,-18.8,1.42,0,0,2
440,1,16.7,60,0.8,1806,8.8,0,0,0,5
441,11,8,43,1.7,1909,-3.8,1.74,0,0,3
443,19,-2.5,49,0.6,1436,-11.7,0,0,0,1
443,8,-12.6,61,1.6,1610,-18.5,0,0,0,1
443,22,2.7,40,1,1089,-9.5,0,0,0,2
443,7,1.3,47,0.7,1084,-8.7,0,0,0,2
443,21,3.8,39,3.2,2000,-8.9,0,0,0,4
443,7,16.3,69,0.7,1750,10.5,0.34,0,0,5
443,22,22.4,95,4.1,222,21.5,0,0,0,6
444,8,4.1,85,1.1,470,1.7,0,0,0,1
444,19,4.4,53,1.2,538,-4.3,0,0,0,1
444,13,8.1,26,1.2,1422,-10.2,2.48,0,0,2
444,11,5.9,51,0.7,1866,-3.4,0.91,0,0,3
444,1,8.4,58,1.1,2000,0.6,0,0,0,4
445,16,8.9,87,1.8,2000,6.8,0.32,0,0,4
446,17,-0.6,45,3.3,1827,-11,0.24,0,0,1
446,10,4.9,56,1.9,1480,-3.1,1.76,0,0,3
447,16,8,36,3.5,1013,-6.1,1.09,0,0,2
447,20,5.2,69,1.8,1196,0,0,0,0,3
447,23,9.8,62,0.6,535,2.8,0,0,0,3
447,21,4,67,3,794,-1.5,0,0,0,4
448,18,-4,27,2.5,2000,-20.2,0.16,0,0,2
448,2,19.7,66,0.5,1591,13.1,0,0,0,6
449,21,5.7,46,0.8,727,-5,0,0,0,2
449,6,5.8,55,0.3,2000,-2.5,0,0,0,4
450,8,-11.5,38,1,1998,-23,0.01,0,0,1
450,14,3.4,23,2.4,1545,-15.8,2.74,0,0,3
452,14,7.7,62,2.4,1758,0.8,1.64,0,0,3
452,6,10,72,0.8,1217,5.1,0.01,0,0,4
453,1,11.7,74,0.5,979,7.2,0,0,0,4
453,10,4.3,31,4.9,1661,-11.3,1.77,0,0,4
453,2,20.8,73,0.8,829,15.7,0,0,0,6
454,14,6.9,19,1.9,1843,-15.1,2.36,0,0,2
454,23,15,94,1.6,163,14,0,0,0,4
454,10,16.3,97,1,693,15.8,0.37,0,0,5
454,1,17.7,92,0.9,1958,16.3,0,0,0,6
455,17,6.5,40,0.8,804,-6.1,0.23,0,0,1
455,14,9.9,25,1.5,1401,-9.2,2.43,0,0,2
455,9,2.5,51,1,866,-6.6,0.07,0,0,2
455,23,4.2,47,1.3,2000,-6.1,0,0,0,3
456,9,6.5,40,2.5,588,-6.1,0.69,0,0,3
456,21,9.8,74,2.2,219,5.3,0,0,0,3
458,15,1.6,35,4.5,1567,-12.2,2.54,0,0,3
458,20,4.2,44,4.1,2000,-6.9,0,0,0,4
459,8,-8.6,59,1,1948,-15.1,0.01,0,1.6,2
460,19,-0.1,39,2.8,2000,-12.4,0,0,0,2
460,16,1.4,33,4.8,1480,-13.1,1.98,0,0,3
460,10,7.2,53,1.6,709,-1.7,0.45,0,0,3
460,22,2,37,2.7,2000,-11.1,0,0,0,3
460,22,6.5,85,2.3,167,4.1,0,0,0,3
460,1,22,96,0.1,387,21.3,0,0.1,0,6
461,15,8.7,48,4.1,767,-1.7,1.68,0,0,2
461,20,5.9,44,1.3,733,-5.4,0,0,0,2
461,22,5.4,49,1.1,687,-4.4,0,0,0,2
461,10,5.4,64,1.6,637,-0.8,1.7,0,0,3
462,17,4.9,28,3.1,1477,-12.1,0.77,0,0,2
462,10,13.9,40,0.8,586,0.5,1.6,0,0,3
463,15,4.3,22,1.3,1837,-15.6,2.48,0,0,3
463,11,9.2,33,1.1,892,-6.2,1.54,0,0,3
464,21,9.6,66,1.7,1850,3.5,0,0,0,4
465,17,4.6,52,3.9,1059,-4.4,0.5,0,0,2
465,13,8.3,51,2,2000,-1.2,1.42,0,0,3
466,22,2.3,63,1,2000,-4,0,0,0,3
466,0,16,69,2.4,1863,10.3,0,0,0,3
466,11,10.7,56,2,261,2.2,2.27,0,0,3
466,0,13.4,77,1.5,537,9.4,0,0,0,3
466,2,20.2,56,2.3,1498,0,0,0,0,5
